team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
220,Northwestern,33,17,16,.515,14.51,11.24,,7,13,,12,5,,2,9,,2390,2282,,1340,860,1951,.441,222,667,.333,448,611,.733,361,1114,480,228,116,329,582,220,33,17,16,.515,14.51,11.24,,7,13,,12,5,,2,9,,2390,2282,,1340,776,1793,.433,238,704,.338,492,656,.750,324,1121,473,182,114,439,553,220,33,17,16,.515,14.51,11.24,,7,13,,12,5,,2,9,,2390,2282,,66.1,107.9,.313,.342,.533,49.8,55.8,10.3,10.7,.498,12.8,31.2,.230,220,33,17,16,.515,14.51,11.24,,7,13,,12,5,,2,9,,2390,2282,,66.1,103.1,.366,.393,.542,50.2,61.0,8.2,8.9,.499,17.3,30.1,.274
221,Northwestern State,32,16,16,.500,-5.06,-1.43,,12,8,,9,5,,6,10,,2146,2204,,1290,756,1756,.431,223,630,.354,411,575,.715,364,1120,407,218,136,421,500,221,32,16,16,.500,-5.06,-1.43,,12,8,,9,5,,6,10,,2146,2204,,1290,765,1805,.424,257,714,.360,417,590,.707,366,1086,389,237,126,375,503,221,32,16,16,.500,-5.06,-1.43,,12,8,,9,5,,6,10,,2146,2204,,64.8,102.7,.327,.359,.529,50.8,53.8,10.4,12.5,.494,17.2,33.6,.234,221,32,16,16,.500,-5.06,-1.43,,12,8,,9,5,,6,10,,2146,2204,,64.8,105.4,.327,.396,.528,49.2,50.8,11.3,11.2,.495,15.2,32.6,.231
222,Notre Dame,33,15,18,.455,7.42,7.27,,8,12,,11,5,,3,9,,2397,2392,,1355,851,1889,.451,251,708,.355,444,600,.740,329,1158,376,184,58,366,518,222,33,15,18,.455,7.42,7.27,,8,12,,11,5,,3,9,,2397,2392,,1355,856,1907,.449,248,772,.321,432,573,.754,292,1073,472,198,107,331,552,222,33,15,18,.455,7.42,7.27,,8,12,,11,5,,3,9,,2397,2392,,65.4,108.2,.318,.375,.551,51.9,44.2,8.3,5.1,.517,14.4,29.6,.235,222,33,15,18,.455,7.42,7.27,,8,12,,11,5,,3,9,,2397,2392,,65.4,108.0,.300,.405,.549,48.1,55.1,8.9,9.1,.514,13.2,26.0,.227
223,Oakland,34,16,18,.471,-2.69,-0.97,,11,9,,9,4,,6,11,,2402,2436,,1390,859,1968,.436,255,836,.305,429,614,.699,411,1203,439,223,102,406,545,223,34,16,18,.471,-2.69,-0.97,,11,9,,9,4,,6,11,,2402,2436,,1390,872,1992,.438,293,824,.356,399,544,.733,379,1150,537,205,112,366,592,223,34,16,18,.471,-2.69,-0.97,,11,9,,9,4,,6,11,,2402,2436,,64.6,106.9,.312,.425,.531,51.1,51.1,9.9,8.7,.501,15.2,34.8,.218,223,34,16,18,.471,-2.69,-0.97,,11,9,,9,4,,6,11,,2402,2436,,64.6,108.5,.273,.414,.541,48.9,61.6,9.1,9.9,.511,14.0,32.4,.200
224,Ohio,32,16,16,.500,-2.53,-4.27,,10,8,,12,3,,3,10,,2554,2449,,1290,899,1915,.469,275,769,.358,481,632,.761,261,1062,450,231,95,348,559,224,32,16,16,.500,-2.53,-4.27,,10,8,,12,3,,3,10,,2554,2449,,1290,872,1909,.457,232,625,.371,473,672,.704,323,1146,416,214,98,412,587,224,32,16,16,.500,-2.53,-4.27,,10,8,,12,3,,3,10,,2554,2449,,71.6,110.6,.330,.402,.576,48.1,50.1,10.0,7.4,.541,13.6,24.1,.251,224,32,16,16,.500,-2.53,-4.27,,10,8,,12,3,,3,10,,2554,2449,,71.6,106.0,.352,.327,.550,51.9,47.7,9.3,8.6,.518,15.6,28.7,.248
225,Ohio State,32,17,15,.531,17.88,12.60,,9,11,,11,6,,4,7,,2522,2353,,1310,878,1884,.466,261,710,.368,505,675,.748,305,1077,422,208,115,349,626,225,32,17,15,.531,17.88,12.60,,9,11,,11,6,,4,7,,2522,2353,,1310,793,1851,.428,212,696,.305,555,738,.752,339,1089,380,135,107,376,603,225,32,17,15,.531,17.88,12.60,,9,11,,11,6,,4,7,,2522,2353,,68.5,112.4,.358,.377,.572,49.7,48.1,9.3,10.0,.535,13.7,28.9,.268,225,32,17,15,.531,17.88,12.60,,9,11,,11,6,,4,7,,2522,2353,,68.5,104.9,.399,.376,.534,50.3,47.9,6.0,9.1,.486,14.6,30.5,.300
226,Oklahoma,33,20,13,.606,15.42,11.42,,6,12,,12,5,,2,7,,2602,2470,,1320,869,1841,.472,285,771,.370,579,729,.794,275,1058,452,258,76,399,611,226,33,20,13,.606,15.42,11.42,,6,12,,12,5,,2,7,,2602,2470,,1320,861,1927,.447,246,807,.305,502,689,.729,363,1127,407,239,111,419,601,226,33,20,13,.606,15.42,11.42,,6,12,,12,5,,2,7,,2602,2470,,70.0,112.6,.396,.419,.595,48.4,52.0,11.2,6.8,.549,15.4,26.5,.315,226,33,20,13,.606,15.42,11.42,,6,12,,12,5,,2,7,,2602,2470,,70.0,106.9,.358,.419,.548,51.6,47.3,10.3,10.4,.511,15.7,31.7,.261
227,Oklahoma State,32,15,17,.469,6.86,10.76,,7,13,,12,3,,2,10,,2323,2448,,1280,781,1835,.426,209,644,.325,552,764,.723,356,1116,404,288,89,438,623,227,32,15,17,.469,6.86,10.76,,7,13,,12,3,,2,10,,2323,2448,,1280,846,1842,.459,280,805,.348,476,667,.714,317,1111,467,257,136,473,606,227,32,15,17,.469,6.86,10.76,,7,13,,12,3,,2,10,,2323,2448,,71.8,101.1,.416,.351,.528,50.1,51.7,12.5,8.6,.483,16.6,31.0,.301,227,32,15,17,.469,6.86,10.76,,7,13,,12,3,,2,10,,2323,2448,,71.8,106.6,.362,.437,.567,49.9,55.2,11.2,11.4,.535,18.0,29.4,.258
228,Old Dominion,35,15,20,.429,-9.56,-4.10,,8,10,,7,9,,5,7,,2376,2502,,1410,839,2120,.396,218,758,.288,480,669,.717,500,1345,369,193,118,400,586,228,35,15,20,.429,-9.56,-4.10,,8,10,,7,9,,5,7,,2376,2502,,1410,891,2020,.441,240,716,.335,478,690,.693,390,1259,444,237,133,372,540,228,35,15,20,.429,-9.56,-4.10,,8,10,,7,9,,5,7,,2376,2502,,66.2,101.8,.316,.358,.487,51.7,44.0,8.3,9.0,.447,14.1,36.5,.226,228,35,15,20,.429,-9.56,-4.10,,8,10,,7,9,,5,7,,2376,2502,,66.2,107.2,.342,.354,.533,48.3,49.8,10.2,9.8,.500,13.7,31.6,.237
229,Omaha,34,22,12,.647,-1.08,-2.86,,13,3,,11,2,,7,9,,2654,2551,,1360,923,1981,.466,283,772,.367,525,725,.724,336,1209,455,203,82,372,624,229,34,22,12,.647,-1.08,-2.86,,13,3,,11,2,,7,9,,2654,2551,,1360,870,1943,.448,296,855,.346,515,720,.715,293,1112,440,199,98,355,628,229,34,22,12,.647,-1.08,-2.86,,13,3,,11,2,,7,9,,2654,2551,,69.2,112.7,.366,.390,.571,52.1,49.3,8.6,7.5,.537,13.8,29.1,.265,229,34,22,12,.647,-1.08,-2.86,,13,3,,11,2,,7,9,,2654,2551,,69.2,108.4,.371,.440,.558,47.9,50.6,8.5,8.1,.524,13.4,25.1,.265
230,Oral Roberts,30,7,23,.233,-11.42,-0.49,,3,13,,7,7,,0,15,,2200,2356,,1205,738,1693,.436,280,773,.362,444,590,.753,252,940,306,149,70,348,532,230,30,7,23,.233,-11.42,-0.49,,3,13,,7,7,,0,15,,2200,2356,,1205,820,1755,.467,244,715,.341,472,614,.769,307,1083,435,176,92,309,520,230,30,7,23,.233,-11.42,-0.49,,3,13,,7,7,,0,15,,2200,2356,,68.3,106.9,.348,.457,.557,46.5,41.5,7.2,6.7,.519,15.0,24.5,.262,230,30,7,23,.233,-11.42,-0.49,,3,13,,7,7,,0,15,,2200,2356,,68.3,114.4,.350,.407,.576,53.5,53.0,8.5,10.0,.537,13.1,30.9,.269
231,Oregon,33,24,9,.727,17.49,12.21,,12,8,,12,4,,7,4,,2515,2341,,1335,884,1935,.457,254,747,.340,493,646,.763,337,1173,481,236,125,372,541,231,33,24,9,.727,17.49,12.21,,12,8,,12,4,,7,4,,2515,2341,,1335,855,1982,.431,235,741,.317,396,549,.721,345,1111,430,200,104,404,589,231,33,24,9,.727,17.49,12.21,,12,8,,12,4,,7,4,,2515,2341,,68.6,109.9,.334,.386,.561,51.4,54.4,10.3,10.1,.522,14.2,30.6,.255,231,33,24,9,.727,17.49,12.21,,12,8,,12,4,,7,4,,2515,2341,,68.6,102.3,.277,.374,.522,48.6,50.3,8.7,8.8,.491,15.3,29.2,.200
232,Oregon State,32,20,12,.625,8.78,2.16,,10,8,,15,3,,3,7,,2441,2200,,1295,844,1745,.484,228,620,.368,525,668,.786,302,1069,467,210,100,350,508,232,32,20,12,.625,8.78,2.16,,10,8,,15,3,,3,7,,2441,2200,,1295,773,1777,.435,252,731,.345,402,557,.722,301,939,442,191,81,357,583,232,32,20,12,.625,8.78,2.16,,10,8,,15,3,,3,7,,2441,2200,,65.0,116.0,.383,.355,.592,53.2,55.3,10.0,9.6,.549,14.5,32.1,.301,232,32,20,12,.625,8.78,2.16,,10,8,,15,3,,3,7,,2441,2200,,65.0,104.6,.313,.411,.539,46.8,57.2,9.1,7.2,.506,14.9,28.2,.226
233,Pacific,33,9,24,.273,-6.84,2.36,,4,14,,5,10,,2,13,,2295,2500,,1330,819,1883,.435,212,707,.300,445,614,.725,343,1156,421,188,94,432,610,233,33,9,24,.273,-6.84,2.36,,4,14,,5,10,,2,13,,2295,2500,,1330,852,1894,.450,262,757,.346,534,695,.768,306,1124,510,234,100,351,568,233,33,9,24,.273,-6.84,2.36,,4,14,,5,10,,2,13,,2295,2500,,68.2,101.3,.326,.375,.528,50.7,51.4,8.3,8.3,.491,16.6,29.5,.236,233,33,9,24,.273,-6.84,2.36,,4,14,,5,10,,2,13,,2295,2500,,68.2,110.3,.367,.400,.562,49.3,59.9,10.3,8.5,.519,13.6,27.3,.282
234,Penn State,31,16,15,.516,13.62,7.75,,6,14,,11,6,,3,8,,2452,2270,,1240,858,1792,.479,222,648,.343,514,680,.756,291,1045,496,250,126,384,512,234,31,16,15,.516,13.62,7.75,,6,14,,11,6,,3,8,,2452,2270,,1240,819,1815,.451,245,695,.353,387,533,.726,310,1036,523,230,100,436,596,234,31,16,15,.516,13.62,7.75,,6,14,,11,6,,3,8,,2452,2270,,71.0,111.4,.379,.362,.580,50.2,57.8,11.4,11.3,.541,15.4,28.6,.287,234,31,16,15,.516,13.62,7.75,,6,14,,11,6,,3,8,,2452,2270,,71.0,103.1,.294,.383,.549,49.8,63.9,10.4,8.7,.519,17.4,29.1,.213
235,Pennsylvania,27,8,19,.296,-10.26,-2.45,,4,10,,5,8,,3,10,,1878,2089,,1085,666,1578,.422,228,700,.326,318,456,.697,261,927,371,133,47,300,413,235,27,8,19,.296,-10.26,-2.45,,4,10,,5,8,,3,10,,1878,2089,,1085,757,1660,.456,244,650,.375,331,428,.773,282,994,407,159,85,246,407,235,27,8,19,.296,-10.26,-2.45,,4,10,,5,8,,3,10,,1878,2089,,67.5,102.6,.289,.444,.523,48.3,55.7,7.3,4.7,.494,14.3,26.8,.202,235,27,8,19,.296,-10.26,-2.45,,4,10,,5,8,,3,10,,1878,2089,,67.5,114.1,.258,.392,.561,51.7,53.8,8.7,9.7,.530,11.7,29.7,.199
236,Pepperdine,35,13,22,.371,-2.57,2.81,,4,14,,7,9,,2,11,,2560,2681,,1400,923,2080,.444,246,722,.341,468,654,.716,351,1226,555,213,96,386,550,236,35,13,22,.371,-2.57,2.81,,4,14,,7,9,,2,11,,2560,2681,,1400,980,2154,.455,284,837,.339,437,580,.753,365,1258,507,216,112,374,600,236,35,13,22,.371,-2.57,2.81,,4,14,,7,9,,2,11,,2560,2681,,69.5,105.3,.314,.347,.535,49.4,60.1,8.8,7.3,.503,13.9,28.2,.225,236,35,13,22,.371,-2.57,2.81,,4,14,,7,9,,2,11,,2560,2681,,69.5,110.2,.269,.389,.552,50.6,51.7,8.9,8.2,.521,13.3,29.4,.203
237,Pittsburgh,32,17,15,.531,13.59,8.56,,8,12,,13,4,,3,9,,2428,2267,,1290,834,1851,.451,265,766,.346,495,633,.782,314,1068,429,233,132,319,526,237,32,17,15,.531,13.59,8.56,,8,12,,13,4,,3,9,,2428,2267,,1290,790,1800,.439,258,744,.347,429,591,.726,321,1088,416,175,86,395,566,237,32,17,15,.531,13.59,8.56,,8,12,,13,4,,3,9,,2428,2267,,66.8,112.6,.342,.414,.564,49.5,51.4,10.8,12.5,.522,12.9,29.0,.267,237,32,17,15,.531,13.59,8.56,,8,12,,13,4,,3,9,,2428,2267,,66.8,105.2,.328,.413,.545,50.5,52.7,8.1,7.9,.511,16.0,29.9,.238
238,Portland,32,12,20,.375,-7.09,2.37,,7,11,,9,7,,3,9,,2334,2574,,1300,805,1843,.437,272,788,.345,452,582,.777,266,1083,496,149,99,408,487,238,32,12,20,.375,-7.09,2.37,,7,11,,9,7,,3,9,,2334,2574,,1300,959,2077,.462,323,859,.376,333,451,.738,341,1178,552,241,91,305,555,238,32,12,20,.375,-7.09,2.37,,7,11,,9,7,,3,9,,2334,2574,,69.5,103.4,.316,.428,.551,47.9,61.6,6.6,8.1,.511,16.1,24.1,.245,238,32,12,20,.375,-7.09,2.37,,7,11,,9,7,,3,9,,2334,2574,,69.5,114.0,.217,.414,.562,52.1,57.6,10.7,8.6,.539,11.7,29.4,.160
239,Portland State,32,19,13,.594,-4.06,-4.92,,11,7,,13,1,,5,10,,2418,2227,,1285,913,1932,.473,201,615,.327,391,621,.630,387,1179,468,264,157,407,560,239,32,19,13,.594,-4.06,-4.92,,11,7,,13,1,,5,10,,2418,2227,,1285,777,1819,.427,221,695,.318,452,611,.740,326,1071,415,213,99,464,566,239,32,19,13,.594,-4.06,-4.92,,11,7,,13,1,,5,10,,2418,2227,,69.9,107.6,.321,.318,.543,52.4,51.3,11.7,14.0,.525,15.5,34.2,.202,239,32,19,13,.594,-4.06,-4.92,,11,7,,13,1,,5,10,,2418,2227,,69.9,99.1,.336,.382,.528,47.6,53.4,9.5,7.5,.488,18.0,29.2,.248
240,Prairie View,32,5,27,.156,-19.12,-7.12,,4,14,,3,7,,2,19,,2286,2637,,1280,820,1884,.435,202,634,.319,444,643,.691,283,894,390,259,102,381,604,240,32,5,27,.156,-19.12,-7.12,,4,14,,3,7,,2,19,,2286,2637,,1280,944,1869,.505,220,615,.358,529,759,.697,386,1246,484,197,115,460,579,240,32,5,27,.156,-19.12,-7.12,,4,14,,3,7,,2,19,,2286,2637,,71.7,99.6,.341,.337,.522,41.8,47.6,11.3,8.1,.489,14.8,24.8,.236,240,32,5,27,.156,-19.12,-7.12,,4,14,,3,7,,2,19,,2286,2637,,71.7,114.9,.406,.329,.591,58.2,51.3,8.6,9.2,.564,17.1,38.7,.283
241,Presbyterian,32,14,18,.438,-6.49,-4.35,,7,9,,8,5,,4,12,,2379,2263,,1295,868,1854,.468,234,635,.369,409,589,.694,324,1079,424,215,103,340,580,241,32,14,18,.438,-6.49,-4.35,,7,9,,8,5,,4,12,,2379,2263,,1295,793,1757,.451,202,606,.333,475,671,.708,315,1063,367,198,100,392,512,241,32,14,18,.438,-6.49,-4.35,,7,9,,8,5,,4,12,,2379,2263,,66.4,110.6,.318,.343,.557,50.4,48.8,10.0,8.9,.531,13.7,30.2,.221,241,32,14,18,.438,-6.49,-4.35,,7,9,,8,5,,4,12,,2379,2263,,66.4,105.2,.382,.345,.545,49.6,46.3,9.2,8.2,.509,15.9,29.4,.270
242,Princeton,30,19,11,.633,-2.59,-2.23,,8,6,,9,4,,7,4,,2209,2162,,1200,791,1824,.434,316,889,.355,311,438,.710,291,1014,455,221,65,313,466,242,30,19,11,.633,-2.59,-2.23,,8,6,,9,4,,7,4,,2209,2162,,1200,766,1680,.456,240,675,.356,390,519,.751,231,1013,392,196,116,364,446,242,30,19,11,.633,-2.59,-2.23,,8,6,,9,4,,7,4,,2209,2162,,68.6,107.4,.240,.487,.544,50.0,57.5,10.7,6.5,.520,13.3,27.1,.171,242,30,19,11,.633,-2.59,-2.23,,8,6,,9,4,,7,4,,2209,2162,,68.6,105.1,.309,.402,.561,50.0,51.2,9.5,12.4,.527,15.9,24.2,.232
243,Providence,32,12,20,.375,7.52,8.68,,6,14,,10,6,,2,9,,2283,2320,,1285,807,1833,.440,297,834,.356,372,542,.686,362,1186,413,159,109,407,550,243,32,12,20,.375,7.52,8.68,,6,14,,10,6,,2,9,,2283,2320,,1285,818,1889,.433,234,698,.335,450,620,.726,332,1061,400,234,93,295,479,243,32,12,20,.375,7.52,8.68,,6,14,,10,6,,2,9,,2283,2320,,66.6,106.6,.296,.455,.546,52.8,51.2,7.4,9.2,.521,16.3,33.2,.203,243,32,12,20,.375,7.52,8.68,,6,14,,10,6,,2,9,,2283,2320,,66.6,108.4,.328,.370,.531,47.2,48.9,10.9,9.3,.495,11.9,28.7,.238
244,Purdue,33,22,11,.667,20.68,13.89,,13,7,,14,2,,5,6,,2570,2346,,1320,913,1863,.490,273,710,.385,471,645,.730,314,1068,527,216,56,342,531,244,33,22,11,.667,20.68,13.89,,13,7,,14,2,,5,6,,2570,2346,,1320,843,1854,.455,243,791,.307,417,574,.726,321,1021,489,194,101,391,590,244,33,22,11,.667,20.68,13.89,,13,7,,14,2,,5,6,,2570,2346,,66.6,117.0,.346,.381,.592,51.1,57.7,9.8,5.3,.563,13.6,31.0,.253,244,33,22,11,.667,20.68,13.89,,13,7,,14,2,,5,6,,2570,2346,,66.6,106.8,.310,.427,.552,48.9,58.0,8.8,8.8,.520,15.5,29.9,.225
245,Purdue Fort Wayne,32,19,13,.594,-1.02,-4.08,,12,8,,12,2,,6,10,,2583,2388,,1295,918,1955,.470,330,890,.371,417,556,.750,243,969,434,278,89,306,503,245,32,19,13,.594,-1.02,-4.08,,12,8,,12,2,,6,10,,2583,2388,,1295,871,1887,.462,241,756,.319,405,549,.738,342,1182,430,177,102,477,537,245,32,19,13,.594,-1.02,-4.08,,12,8,,12,2,,6,10,,2583,2388,,70.5,113.2,.284,.455,.582,45.0,47.3,12.2,7.9,.554,12.1,22.4,.213,245,32,19,13,.594,-1.02,-4.08,,12,8,,12,2,,6,10,,2583,2388,,70.5,104.6,.291,.401,.556,55.0,49.4,7.8,9.6,.525,18.2,32.0,.215
246,Queens (NC),33,19,14,.576,-4.77,-4.55,,11,7,,9,5,,9,9,,2527,2445,,1335,878,1970,.446,306,886,.345,465,677,.687,381,1232,527,217,175,414,560,246,33,19,14,.576,-4.77,-4.55,,11,7,,9,5,,9,9,,2527,2445,,1335,872,1977,.441,254,747,.340,447,635,.704,340,1162,405,260,116,398,564,246,33,19,14,.576,-4.77,-4.55,,11,7,,9,5,,9,9,,2527,2445,,69.8,108.4,.344,.450,.551,51.5,60.0,9.3,14.2,.523,15.3,31.7,.236,246,33,19,14,.576,-4.77,-4.55,,11,7,,9,5,,9,9,,2527,2445,,69.8,104.9,.321,.378,.537,48.5,46.4,11.2,10.7,.505,14.9,28.5,.226
247,Quinnipiac,33,20,13,.606,-5.64,-7.42,,15,5,,12,2,,7,10,,2439,2358,,1325,864,2026,.426,227,767,.296,484,634,.763,390,1263,455,272,154,425,539,247,33,20,13,.606,-5.64,-7.42,,15,5,,12,2,,7,10,,2439,2358,,1325,847,2006,.422,267,756,.353,397,560,.709,300,1080,481,261,142,407,525,247,33,20,13,.606,-5.64,-7.42,,15,5,,12,2,,7,10,,2439,2358,,71.6,102.9,.313,.379,.524,53.9,52.7,11.5,12.3,.482,15.4,33.3,.239,247,33,20,13,.606,-5.64,-7.42,,15,5,,12,2,,7,10,,2439,2358,,71.6,99.5,.279,.377,.519,46.1,56.8,11.0,11.3,.489,15.2,25.6,.198
248,Radford,33,20,13,.606,-2.49,-3.20,,9,7,,10,3,,7,9,,2441,2314,,1330,824,1813,.454,242,664,.364,551,722,.763,375,1167,374,183,103,374,564,248,33,20,13,.606,-2.49,-3.20,,9,7,,10,3,,7,9,,2441,2314,,1330,790,1816,.435,255,719,.355,479,638,.751,320,1030,370,204,93,364,615,248,33,20,13,.606,-2.49,-3.20,,9,7,,10,3,,7,9,,2441,2314,,64.9,113.1,.398,.366,.566,53.1,45.4,8.5,9.4,.521,14.8,34.6,.304,248,33,20,13,.606,-2.49,-3.20,,9,7,,10,3,,7,9,,2441,2314,,64.9,107.2,.351,.396,.546,46.9,46.8,9.4,8.1,.505,14.7,28.8,.264
249,Rhode Island,31,18,13,.581,1.60,-0.37,,7,11,,14,3,,1,9,,2419,2328,,1255,828,1782,.465,236,673,.351,527,759,.694,311,1160,430,184,104,401,508,249,31,18,13,.581,1.60,-0.37,,7,11,,14,3,,1,9,,2419,2328,,1255,829,1938,.428,245,767,.319,425,589,.722,339,1103,426,259,120,357,627,249,31,18,13,.581,1.60,-0.37,,7,11,,14,3,,1,9,,2419,2328,,71.2,108.3,.426,.378,.565,51.3,51.9,8.2,8.9,.531,15.8,28.9,.296,249,31,18,13,.581,1.60,-0.37,,7,11,,14,3,,1,9,,2419,2328,,71.2,104.2,.304,.396,.525,48.7,51.4,11.6,10.8,.491,13.9,28.5,.219
250,Rice,32,13,19,.406,-1.84,-1.88,,4,14,,7,8,,4,8,,2249,2249,,1290,748,1778,.421,227,688,.330,526,772,.681,394,1223,379,149,99,377,571,250,32,13,19,.406,-1.84,-1.88,,4,14,,7,8,,4,8,,2249,2249,,1290,775,1847,.420,218,675,.323,481,670,.718,342,1117,371,226,106,299,641,250,32,13,19,.406,-1.84,-1.88,,4,14,,7,8,,4,8,,2249,2249,,65.9,105.8,.434,.387,.524,52.3,50.7,7.0,8.4,.485,15.0,33.7,.296,250,32,13,19,.406,-1.84,-1.88,,4,14,,7,8,,4,8,,2249,2249,,65.9,105.8,.363,.365,.519,47.7,47.9,10.6,9.7,.479,12.1,29.2,.260
251,Richmond,32,10,22,.313,-4.89,2.04,,5,13,,6,9,,2,11,,2137,2302,,1310,729,1745,.418,250,797,.314,429,542,.792,208,996,373,191,66,327,560,251,32,10,22,.313,-4.89,2.04,,5,13,,6,9,,2,11,,2137,2302,,1310,770,1777,.433,295,846,.349,467,645,.724,294,1145,397,189,92,333,495,251,32,10,22,.313,-4.89,2.04,,5,13,,6,9,,2,11,,2137,2302,,64.8,100.7,.311,.457,.534,46.5,51.2,9.0,7.1,.489,14.0,19.6,.246,251,32,10,22,.313,-4.89,2.04,,5,13,,6,9,,2,11,,2137,2302,,64.8,108.5,.363,.476,.552,53.5,51.6,8.9,9.7,.516,13.8,27.2,.263
252,Rider,33,14,19,.424,-11.82,-7.00,,9,11,,5,7,,8,11,,2211,2370,,1320,814,1894,.430,178,571,.312,405,561,.722,369,1131,416,177,102,370,476,252,33,14,19,.424,-11.82,-7.00,,9,11,,5,7,,8,11,,2211,2370,,1320,868,1895,.458,277,776,.357,357,517,.691,338,1114,468,203,117,344,506,252,33,14,19,.424,-11.82,-7.00,,9,11,,5,7,,8,11,,2211,2370,,65.3,102.6,.296,.301,.512,50.4,51.1,8.2,9.1,.477,14.6,32.2,.214,252,33,14,19,.424,-11.82,-7.00,,9,11,,5,7,,8,11,,2211,2370,,65.3,110.0,.273,.409,.554,49.6,53.9,9.4,8.8,.531,13.8,30.7,.188
253,Robert Morris,34,26,8,.765,-0.05,-5.81,,15,5,,16,2,,8,6,,2613,2395,,1385,901,2000,.451,257,734,.350,554,767,.722,423,1271,545,217,154,442,562,253,34,26,8,.765,-0.05,-5.81,,15,5,,16,2,,8,6,,2613,2395,,1385,868,1984,.438,238,709,.336,421,584,.721,338,1104,441,243,119,445,652,253,34,26,8,.765,-0.05,-5.81,,15,5,,16,2,,8,6,,2613,2395,,68.6,110.0,.384,.367,.553,53.5,60.5,9.1,12.1,.515,15.8,35.6,.277,253,34,26,8,.765,-0.05,-5.81,,15,5,,16,2,,8,6,,2613,2395,,68.6,100.8,.294,.357,.530,46.5,50.8,10.2,9.4,.497,16.4,28.5,.212
254,Rutgers,32,15,17,.469,10.45,10.98,,8,12,,11,5,,3,8,,2465,2482,,1305,865,1939,.446,231,703,.329,504,702,.718,358,1129,413,225,125,349,547,254,32,15,17,.469,10.45,10.98,,8,12,,11,5,,3,8,,2465,2482,,1305,904,1957,.462,259,737,.351,415,596,.696,367,1172,466,184,104,394,614,254,32,15,17,.469,10.45,10.98,,8,12,,11,5,,3,8,,2465,2482,,69.4,108.8,.362,.363,.542,49.1,47.7,9.9,10.2,.506,13.3,30.8,.260,254,32,15,17,.469,10.45,10.98,,8,12,,11,5,,3,8,,2465,2482,,69.4,109.6,.305,.377,.554,50.9,51.5,8.1,8.4,.528,15.0,32.2,.212
284,SIU Edwardsville,33,22,11,.667,-5.85,-8.48,,13,7,,12,3,,7,8,,2396,2182,,1330,859,1981,.434,247,724,.341,431,638,.676,396,1270,451,222,131,375,544,284,33,22,11,.667,-5.85,-8.48,,13,7,,12,3,,7,8,,2396,2182,,1330,759,1888,.402,240,734,.327,424,599,.708,339,1170,375,209,91,418,555,284,33,22,11,.667,-5.85,-8.48,,13,7,,12,3,,7,8,,2396,2182,,67.9,106.1,.322,.365,.525,52.0,52.5,9.8,11.4,.496,14.1,32.3,.218,284,33,22,11,.667,-5.85,-8.48,,13,7,,12,3,,7,8,,2396,2182,,67.9,96.7,.317,.389,.502,48.0,49.4,9.3,7.2,.466,16.1,27.9,.225
