team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
184,Missouri,33,22,11,.667,20.39,9.78,,10,8,,18,2,,3,7,,2787,2437,,1325,924,1904,.485,292,790,.370,647,892,.725,366,1131,457,310,88,353,600,184,33,22,11,.667,20.39,9.78,,10,8,,18,2,,3,7,,2787,2437,,1325,842,1900,.443,242,725,.334,511,671,.762,364,1083,407,215,117,464,670,184,33,22,11,.667,20.39,9.78,,10,8,,18,2,,3,7,,2787,2437,,69.9,120.3,.468,.415,.599,51.1,49.5,13.4,7.5,.562,13.2,33.7,.340,184,33,22,11,.667,20.39,9.78,,10,8,,18,2,,3,7,,2787,2437,,69.9,105.2,.353,.382,.549,48.9,48.3,9.3,10.5,.507,17.3,32.2,.269
185,Missouri State,32,9,23,.281,-3.88,0.58,,2,18,,7,8,,1,12,,2175,2268,,1315,776,1735,.447,228,639,.357,395,602,.656,334,1046,390,236,83,437,580,185,32,9,23,.281,-3.88,0.58,,2,18,,7,8,,1,12,,2175,2268,,1315,792,1694,.468,234,668,.350,450,631,.713,283,994,433,212,127,414,527,185,32,9,23,.281,-3.88,0.58,,2,18,,7,8,,1,12,,2175,2268,,64.6,102.4,.347,.368,.538,51.3,50.3,11.1,8.1,.513,17.8,32.0,.228,185,32,9,23,.281,-3.88,0.58,,2,18,,7,8,,1,12,,2175,2268,,64.6,106.8,.372,.394,.569,48.7,54.7,10.0,11.6,.537,17.2,28.4,.266
186,Monmouth,33,13,20,.394,-7.88,-2.85,,10,8,,8,2,,4,14,,2321,2487,,1335,784,1908,.411,233,661,.352,520,701,.742,357,1124,389,195,147,364,592,186,33,13,20,.394,-7.88,-2.85,,10,8,,8,2,,4,14,,2321,2487,,1335,853,1947,.438,268,793,.338,513,703,.730,409,1252,471,204,120,373,565,186,33,13,20,.394,-7.88,-2.85,,10,8,,8,2,,4,14,,2321,2487,,67.3,103.3,.367,.346,.518,47.3,49.6,8.7,12.7,.472,14.0,29.8,.273,186,33,13,20,.394,-7.88,-2.85,,10,8,,8,2,,4,14,,2321,2487,,67.3,110.7,.361,.407,.545,52.7,55.2,9.1,9.6,.507,14.1,34.8,.263
187,Montana,34,25,9,.735,-1.14,-1.92,,15,3,,15,1,,7,8,,2614,2480,,1365,939,1871,.502,249,692,.360,487,662,.736,244,1079,461,213,111,372,547,187,34,25,9,.735,-1.14,-1.92,,15,3,,15,1,,7,8,,2614,2480,,1365,905,1991,.455,226,690,.328,444,602,.738,322,1104,421,186,94,370,598,187,34,25,9,.735,-1.14,-1.92,,15,3,,15,1,,7,8,,2614,2480,,68.0,112.7,.354,.370,.598,49.4,49.1,9.2,8.5,.568,14.5,23.8,.260,187,34,25,9,.735,-1.14,-1.92,,15,3,,15,1,,7,8,,2614,2480,,68.0,106.9,.302,.347,.545,50.6,46.5,8.0,8.0,.511,14.0,27.8,.223
188,Montana State,33,15,18,.455,-2.39,-2.33,,9,9,,11,3,,3,14,,2354,2298,,1325,835,1834,.455,270,793,.340,414,571,.725,230,1033,435,210,119,328,528,188,33,15,18,.455,-2.39,-2.33,,9,9,,11,3,,3,14,,2354,2298,,1325,828,1908,.434,181,606,.299,461,601,.767,330,1164,384,185,78,349,538,188,33,15,18,.455,-2.39,-2.33,,9,9,,11,3,,3,14,,2354,2298,,66.7,106.6,.311,.432,.559,47.0,52.1,9.5,9.1,.529,13.5,21.6,.226,188,33,15,18,.455,-2.39,-2.33,,9,9,,11,3,,3,14,,2354,2298,,66.7,104.1,.315,.318,.524,53.0,46.4,8.4,7.5,.481,13.7,29.1,.242
189,Morehead State,32,15,17,.469,-13.51,-7.37,,10,10,,9,5,,6,10,,2116,2199,,1285,741,1779,.417,190,614,.309,444,658,.675,361,1171,368,179,82,377,506,189,32,15,17,.469,-13.51,-7.37,,10,10,,9,5,,6,10,,2116,2199,,1285,778,1776,.438,206,603,.342,437,579,.755,254,1024,361,212,105,320,530,189,32,15,17,.469,-13.51,-7.37,,10,10,,9,5,,6,10,,2116,2199,,65.8,100.2,.370,.345,.506,53.3,49.7,8.5,7.0,.470,15.3,31.9,.250,189,32,15,17,.469,-13.51,-7.37,,10,10,,9,5,,6,10,,2116,2199,,65.8,104.1,.326,.340,.536,46.7,46.4,10.0,9.0,.496,13.5,23.9,.246
190,Morgan State,32,14,18,.438,-14.89,-8.32,,7,7,,11,4,,2,13,,2559,2584,,1295,948,1988,.477,148,435,.340,515,707,.728,396,1193,414,222,149,432,595,190,32,14,18,.438,-14.89,-8.32,,7,7,,11,4,,2,13,,2559,2584,,1295,904,2010,.450,246,688,.358,530,776,.683,440,1186,486,236,125,430,572,190,32,14,18,.438,-14.89,-8.32,,7,7,,11,4,,2,13,,2559,2584,,73.0,108.2,.356,.219,.551,50.1,43.7,9.4,11.3,.514,15.7,34.7,.259,190,32,14,18,.438,-14.89,-8.32,,7,7,,11,4,,2,13,,2559,2584,,73.0,109.3,.386,.342,.543,49.9,53.8,10.0,8.0,.511,15.3,35.6,.264
191,Mount St. Mary's,34,22,12,.647,-7.79,-7.28,,12,8,,10,4,,9,8,,2392,2373,,1380,840,1899,.442,271,778,.348,441,601,.734,351,1281,510,209,95,515,537,191,34,22,12,.647,-7.79,-7.28,,12,8,,10,4,,9,8,,2392,2373,,1380,841,2069,.406,286,917,.312,405,551,.735,369,1131,441,304,105,381,551,191,34,22,12,.647,-7.79,-7.28,,12,8,,10,4,,9,8,,2392,2373,,68.0,102.0,.316,.410,.547,53.1,60.7,8.9,8.2,.514,19.1,31.5,.232,191,34,22,12,.647,-7.79,-7.28,,12,8,,10,4,,9,8,,2392,2373,,68.0,101.2,.266,.443,.509,46.9,52.4,13.0,9.4,.476,14.1,28.4,.196
192,Murray State,33,16,17,.485,0.84,0.43,,9,11,,7,5,,6,8,,2371,2282,,1350,789,1823,.433,251,730,.344,542,751,.722,331,1121,392,220,100,376,573,192,33,16,17,.485,0.84,0.43,,9,11,,7,5,,6,8,,2371,2282,,1350,817,1800,.454,181,572,.316,467,633,.738,285,1079,306,195,115,402,612,192,33,16,17,.485,0.84,0.43,,9,11,,7,5,,6,8,,2371,2282,,65.8,106.7,.412,.400,.544,51.0,49.7,9.9,8.1,.502,14.7,29.4,.297,192,33,16,17,.485,0.84,0.43,,9,11,,7,5,,6,8,,2371,2282,,65.8,102.7,.352,.318,.543,49.0,37.5,8.8,10.5,.504,16.1,26.5,.259
194,NC State,31,12,19,.387,5.88,6.69,,5,15,,12,6,,0,11,,2158,2183,,1245,764,1798,.425,209,650,.322,421,580,.726,318,992,394,200,118,295,515,194,31,12,19,.387,5.88,6.69,,5,15,,12,6,,0,11,,2158,2183,,1245,783,1725,.454,193,563,.343,424,556,.763,325,1111,379,158,96,381,492,194,31,12,19,.387,5.88,6.69,,5,15,,12,6,,0,11,,2158,2183,,65.8,105.4,.323,.362,.520,47.2,51.6,9.8,10.2,.483,12.5,28.8,.234,194,31,12,19,.387,5.88,6.69,,5,15,,12,6,,0,11,,2158,2183,,65.8,106.6,.322,.326,.549,52.8,48.4,7.7,8.4,.510,16.1,32.5,.246
204,NJIT,31,6,25,.194,-17.64,-7.57,,3,13,,4,9,,1,16,,2023,2269,,1245,726,1815,.400,212,688,.308,359,491,.731,333,1100,312,148,114,375,570,204,31,6,25,.194,-17.64,-7.57,,3,13,,4,9,,1,16,,2023,2269,,1245,801,1821,.440,193,631,.306,474,693,.684,351,1163,402,182,113,290,464,204,31,6,25,.194,-17.64,-7.57,,3,13,,4,9,,1,16,,2023,2269,,67.1,96.8,.271,.379,.494,48.6,43.0,7.1,9.6,.458,15.5,29.1,.198,204,31,6,25,.194,-17.64,-7.57,,3,13,,4,9,,1,16,,2023,2269,,67.1,108.6,.381,.347,.528,51.4,50.2,8.7,10.0,.493,11.9,31.4,.260
193,Navy,34,15,19,.441,-9.61,-8.48,,10,8,,9,5,,6,12,,2407,2393,,1365,837,1979,.423,249,737,.338,484,661,.732,383,1216,452,222,91,367,557,193,34,15,19,.441,-9.61,-8.48,,10,8,,9,5,,6,12,,2407,2393,,1365,843,1887,.447,267,773,.345,440,624,.705,306,1143,423,193,114,407,604,193,34,15,19,.441,-9.61,-8.48,,10,8,,9,5,,6,12,,2407,2393,,66.8,105.5,.334,.372,.525,51.5,54.0,9.7,8.2,.486,13.8,31.4,.245,193,34,15,19,.441,-9.61,-8.48,,10,8,,9,5,,6,12,,2407,2393,,66.8,104.9,.331,.410,.548,48.5,50.2,8.5,9.2,.517,15.7,26.9,.233
195,Nebraska,31,17,14,.548,12.97,10.46,,7,13,,10,6,,5,7,,2337,2259,,1260,814,1798,.453,225,693,.325,484,647,.748,285,1089,427,220,92,352,488,195,31,17,14,.548,12.97,10.46,,7,13,,10,6,,5,7,,2337,2259,,1260,804,1871,.430,295,865,.341,356,505,.705,325,1105,431,182,97,383,543,195,31,17,14,.548,12.97,10.46,,7,13,,10,6,,5,7,,2337,2259,,68.9,107.7,.360,.385,.555,49.6,52.5,10.1,9.1,.515,14.3,26.8,.269,195,31,17,14,.548,12.97,10.46,,7,13,,10,6,,5,7,,2337,2259,,68.9,104.1,.270,.462,.535,50.4,53.6,8.4,8.8,.509,15.4,28.8,.190
196,Nevada,33,17,16,.515,9.74,5.56,,8,12,,11,6,,3,8,,2386,2248,,1329,845,1785,.473,228,669,.341,468,666,.703,286,1071,497,205,119,335,578,196,33,17,16,.515,9.74,5.56,,8,12,,11,6,,3,8,,2386,2248,,1329,750,1730,.434,276,773,.357,472,656,.720,283,1040,467,188,84,404,637,196,33,17,16,.515,9.74,5.56,,8,12,,11,6,,3,8,,2386,2248,,64.9,110.6,.373,.375,.568,50.7,58.8,9.5,12.4,.537,13.8,27.4,.262,196,33,17,16,.515,9.74,5.56,,8,12,,11,6,,3,8,,2386,2248,,64.9,104.2,.379,.447,.551,49.3,62.3,8.7,7.5,.513,16.5,26.5,.273
197,Nevada-Las Vegas,33,18,15,.545,7.03,5.91,,11,9,,12,5,,5,7,,2285,2248,,1320,803,1826,.440,210,631,.333,469,654,.717,306,1119,398,216,120,352,526,197,33,18,15,.545,7.03,5.91,,11,9,,12,5,,5,7,,2285,2248,,1320,785,1851,.424,256,803,.319,422,593,.712,345,1161,481,185,104,388,589,197,33,18,15,.545,7.03,5.91,,11,9,,12,5,,5,7,,2285,2248,,66.0,104.9,.358,.346,.535,49.1,49.6,9.9,11.5,.497,14.1,27.3,.257,197,33,18,15,.545,7.03,5.91,,11,9,,12,5,,5,7,,2285,2248,,66.0,103.2,.320,.434,.527,50.9,61.3,8.5,8.7,.493,15.4,29.8,.228
198,New Hampshire,32,8,24,.250,-19.51,-7.18,,6,10,,6,7,,2,15,,2124,2450,,1280,772,1872,.412,249,765,.325,331,502,.659,331,1098,359,181,76,424,529,198,32,8,24,.250,-19.51,-7.18,,6,10,,6,7,,2,15,,2124,2450,,1280,884,1889,.468,254,756,.336,428,606,.706,336,1192,467,230,143,370,475,198,32,8,24,.250,-19.51,-7.18,,6,10,,6,7,,2,15,,2124,2450,,69.0,96.2,.268,.409,.503,47.9,46.5,8.2,6.7,.479,16.7,27.9,.177,198,32,8,24,.250,-19.51,-7.18,,6,10,,6,7,,2,15,,2124,2450,,69.0,111.0,.321,.400,.563,52.1,52.8,10.4,12.9,.535,14.5,30.5,.227
199,New Mexico,33,26,7,.788,15.15,5.96,,17,3,,16,1,,7,4,,2681,2335,,1330,957,2087,.459,234,674,.347,533,776,.687,404,1297,500,293,169,377,579,199,33,26,7,.788,15.15,5.96,,17,3,,16,1,,7,4,,2681,2335,,1330,823,1920,.429,248,732,.339,441,663,.665,305,1166,484,229,135,506,636,199,33,26,7,.788,15.15,5.96,,17,3,,16,1,,7,4,,2681,2335,,73.2,110.2,.372,.323,.546,52.7,52.2,12.0,14.2,.515,13.3,31.9,.255,199,33,26,7,.788,15.15,5.96,,17,3,,16,1,,7,4,,2681,2335,,73.2,96.0,.345,.381,.522,47.3,58.8,9.4,9.6,.493,18.5,25.5,.230
200,New Mexico State,32,17,15,.531,1.17,0.72,,10,8,,9,6,,8,6,,2229,2110,,1285,787,1895,.415,228,710,.321,427,633,.675,379,1198,373,204,74,348,591,200,32,17,15,.531,1.17,0.72,,10,8,,9,6,,8,6,,2229,2110,,1285,703,1775,.396,220,757,.291,484,695,.696,308,1069,368,199,116,349,537,200,32,17,15,.531,1.17,0.72,,10,8,,9,6,,8,6,,2229,2110,,67.1,103.4,.334,.375,.508,52.8,47.4,9.5,7.3,.475,13.7,33.2,.225,200,32,17,15,.531,1.17,0.72,,10,8,,9,6,,8,6,,2229,2110,,67.1,97.9,.392,.426,.501,47.2,52.3,9.2,9.8,.458,14.2,27.3,.273
201,New Orleans,31,4,27,.129,-15.16,-0.61,,2,18,,0,11,,3,15,,2105,2556,,1252,758,1840,.412,172,565,.304,417,623,.669,375,1104,380,226,81,408,465,201,31,4,27,.129,-15.16,-0.61,,2,18,,0,11,,3,15,,2105,2556,,1252,935,1981,.472,306,840,.364,380,526,.722,402,1212,547,240,142,349,515,201,31,4,27,.129,-15.16,-0.61,,2,18,,0,11,,3,15,,2105,2556,,69.5,96.9,.339,.307,.493,47.7,50.1,10.4,7.1,.459,16.0,31.6,.227,201,31,4,27,.129,-15.16,-0.61,,2,18,,0,11,,3,15,,2105,2556,,69.5,117.6,.266,.424,.573,52.3,58.5,11.0,11.1,.549,13.5,35.5,.192
202,Niagara,31,11,20,.355,-12.53,-8.30,,6,14,,6,7,,3,13,,2122,2214,,1255,747,1659,.450,251,711,.353,377,510,.739,233,953,390,193,69,380,487,202,31,11,20,.355,-12.53,-8.30,,6,14,,6,7,,3,13,,2122,2214,,1255,786,1720,.457,240,659,.364,402,519,.775,272,1020,437,206,87,350,498,202,31,11,20,.355,-12.53,-8.30,,6,14,,6,7,,3,13,,2122,2214,,65.2,103.7,.307,.429,.558,48.3,52.2,9.4,6.5,.526,16.7,23.8,.227,202,31,11,20,.355,-12.53,-8.30,,6,14,,6,7,,3,13,,2122,2214,,65.2,108.2,.302,.383,.563,51.7,55.6,10.1,9.2,.527,15.1,27.4,.234
203,Nicholls State,33,20,13,.606,-2.21,-2.54,,13,7,,11,4,,8,8,,2443,2296,,1330,867,2025,.428,252,729,.346,457,667,.685,396,1247,373,266,129,351,569,203,33,20,13,.606,-2.21,-2.54,,13,7,,11,4,,8,8,,2443,2296,,1330,806,1937,.416,213,721,.295,471,664,.709,376,1242,400,226,147,411,508,203,33,20,13,.606,-2.21,-2.54,,13,7,,11,4,,8,8,,2443,2296,,68.9,106.6,.329,.360,.522,50.1,43.0,11.6,10.6,.490,13.0,31.4,.226,203,33,20,13,.606,-2.21,-2.54,,13,7,,11,4,,8,8,,2443,2296,,68.9,100.2,.343,.372,.510,49.9,49.6,9.9,11.3,.471,15.4,30.6,.243
205,Norfolk State,34,24,10,.706,-3.63,-7.50,,11,3,,11,1,,8,9,,2627,2345,,1370,940,1922,.489,183,553,.331,564,746,.756,344,1180,473,236,103,421,598,205,34,24,10,.706,-3.63,-7.50,,11,3,,11,1,,8,9,,2627,2345,,1370,801,1939,.413,272,811,.335,471,669,.704,386,1097,465,233,119,449,616,205,34,24,10,.706,-3.63,-7.50,,11,3,,11,1,,8,9,,2627,2345,,68.2,112.4,.388,.288,.577,51.8,50.3,10.1,9.1,.537,15.6,32.6,.293,205,34,24,10,.706,-3.63,-7.50,,11,3,,11,1,,8,9,,2627,2345,,68.2,100.4,.345,.418,.520,48.2,58.1,10.0,8.7,.483,16.6,31.6,.243
206,North Alabama,34,24,10,.706,1.63,-5.37,,14,4,,16,1,,7,9,,2691,2400,,1370,978,2127,.460,263,746,.353,472,669,.706,422,1292,415,260,113,295,497,206,34,24,10,.706,1.63,-5.37,,14,4,,16,1,,7,9,,2691,2400,,1370,870,2021,.430,280,868,.323,380,542,.701,361,1178,444,165,123,398,547,206,34,24,10,.706,1.63,-5.37,,14,4,,16,1,,7,9,,2691,2400,,67.6,116.2,.315,.351,.550,52.3,42.4,11.2,9.8,.522,10.8,34.1,.222,206,34,24,10,.706,1.63,-5.37,,14,4,,16,1,,7,9,,2691,2400,,67.6,103.6,.268,.429,.527,47.7,51.0,7.1,8.9,.500,14.9,29.3,.188
207,North Carolina,35,22,13,.629,17.16,11.33,,13,7,,12,3,,6,6,,2828,2624,,1410,1005,2110,.476,276,781,.353,542,735,.737,343,1284,513,206,130,377,587,207,35,22,13,.629,17.16,11.33,,13,7,,12,3,,6,6,,2828,2624,,1410,933,2159,.432,274,819,.335,484,647,.748,349,1180,443,215,139,378,605,207,35,22,13,.629,17.16,11.33,,13,7,,12,3,,6,6,,2828,2624,,70.8,113.4,.348,.370,.575,52.1,51.0,8.3,9.7,.542,13.3,29.2,.257,207,35,22,13,.629,17.16,11.33,,13,7,,12,3,,6,6,,2828,2624,,70.8,105.2,.300,.379,.532,47.9,47.5,8.6,10.5,.496,13.3,27.1,.224
208,North Carolina A&T,32,7,25,.219,-13.00,-4.03,,3,15,,5,9,,2,15,,2213,2439,,1280,791,1937,.408,215,708,.304,416,606,.686,341,1148,358,197,96,340,482,208,32,7,25,.219,-13.00,-4.03,,3,15,,5,9,,2,15,,2213,2439,,1280,871,1950,.447,250,755,.331,445,601,.740,357,1263,498,187,116,344,528,208,32,7,25,.219,-13.00,-4.03,,3,15,,5,9,,2,15,,2213,2439,,69.5,99.5,.313,.366,.497,47.6,45.3,8.9,8.0,.464,13.3,27.3,.215,208,32,7,25,.219,-13.00,-4.03,,3,15,,5,9,,2,15,,2213,2439,,69.5,109.7,.308,.387,.546,52.4,57.2,8.4,9.4,.511,13.3,30.7,.228
209,North Carolina Central,33,14,19,.424,-12.68,-7.82,,6,8,,10,4,,2,13,,2600,2501,,1340,915,1994,.459,242,691,.350,528,759,.696,437,1105,520,276,79,437,658,209,33,14,19,.424,-12.68,-7.82,,6,8,,10,4,,2,13,,2600,2501,,1340,882,1837,.480,191,617,.310,546,761,.717,368,1107,427,209,106,528,594,209,33,14,19,.424,-12.68,-7.82,,6,8,,10,4,,2,13,,2600,2501,,70.3,110.3,.381,.347,.552,50.0,56.8,11.7,6.5,.520,15.7,37.2,.265,209,33,14,19,.424,-12.68,-7.82,,6,8,,10,4,,2,13,,2600,2501,,70.3,106.1,.414,.336,.569,50.0,48.4,8.9,8.1,.532,19.4,35.5,.297
210,North Dakota,33,12,21,.364,-7.08,-1.18,,5,11,,8,6,,2,12,,2550,2624,,1320,899,2069,.435,271,831,.326,481,679,.708,437,1245,405,188,81,375,549,210,33,12,21,.364,-7.08,-1.18,,5,11,,8,6,,2,12,,2550,2624,,1320,936,1976,.474,288,797,.361,464,623,.745,312,1156,446,213,115,356,606,210,33,12,21,.364,-7.08,-1.18,,5,11,,8,6,,2,12,,2550,2624,,70.4,109.8,.328,.402,.533,51.9,45.1,8.1,6.9,.500,13.6,34.1,.232,210,33,12,21,.364,-7.08,-1.18,,5,11,,8,6,,2,12,,2550,2624,,70.4,113.0,.315,.403,.577,48.1,47.6,9.2,9.3,.547,13.5,27.9,.235
211,North Dakota State,32,21,11,.656,1.43,-3.26,,10,6,,11,4,,8,6,,2595,2386,,1296,871,1826,.477,380,955,.398,473,610,.775,286,1111,480,117,59,332,478,211,32,21,11,.656,1.43,-3.26,,10,6,,11,4,,8,6,,2595,2386,,1296,876,1977,.443,263,769,.342,371,530,.700,324,1053,359,187,77,252,540,211,32,21,11,.656,1.43,-3.26,,10,6,,11,4,,8,6,,2595,2386,,66.4,120.2,.334,.523,.613,51.3,55.1,5.4,4.9,.581,13.6,28.2,.259,211,32,21,11,.656,1.43,-3.26,,10,6,,11,4,,8,6,,2595,2386,,66.4,110.5,.268,.389,.535,48.7,41.0,8.7,8.8,.510,10.2,28.2,.188
212,North Florida,32,15,17,.469,-7.99,-3.26,,8,10,,8,6,,7,10,,2651,2712,,1295,944,2125,.444,409,1147,.357,354,517,.685,359,1145,521,202,104,358,573,212,32,15,17,.469,-7.99,-3.26,,8,10,,8,6,,7,10,,2651,2712,,1295,1015,2110,.481,223,646,.345,459,642,.715,395,1285,531,225,125,350,461,212,32,15,17,.469,-7.99,-3.26,,8,10,,8,6,,7,10,,2651,2712,,73.2,111.9,.243,.540,.559,47.1,55.2,8.5,7.1,.540,13.1,28.7,.167,212,32,15,17,.469,-7.99,-3.26,,8,10,,8,6,,7,10,,2651,2712,,73.2,114.4,.304,.306,.562,52.9,52.3,9.5,12.8,.534,12.7,33.4,.218
213,North Texas,32,24,8,.750,7.83,0.50,,14,4,,15,1,,7,5,,2179,1910,,1280,745,1652,.451,220,616,.357,469,606,.774,328,1052,339,244,78,332,483,213,32,24,8,.750,7.83,0.50,,14,4,,15,1,,7,5,,2179,1910,,1280,641,1562,.410,181,591,.306,447,597,.749,268,920,300,193,92,387,510,213,32,24,8,.750,7.83,0.50,,14,4,,15,1,,7,5,,2179,1910,,61.1,111.5,.367,.373,.562,53.3,45.5,12.5,8.0,.518,14.6,33.5,.284,213,32,24,8,.750,7.83,0.50,,14,4,,15,1,,7,5,,2179,1910,,61.1,97.7,.382,.378,.517,46.7,46.8,9.9,8.9,.468,17.3,27.0,.286
214,Northeastern,32,17,15,.531,-4.34,-4.78,,9,9,,8,5,,7,8,,2243,2229,,1280,835,1848,.452,217,644,.337,356,518,.687,339,1090,415,242,151,399,516,214,32,17,15,.531,-4.34,-4.78,,9,9,,8,5,,7,8,,2243,2229,,1280,810,1832,.442,222,636,.349,387,556,.696,344,1084,386,225,122,391,486,214,32,17,15,.531,-4.34,-4.78,,9,9,,8,5,,7,8,,2243,2229,,67.1,104.4,.280,.348,.536,50.1,49.7,11.3,12.6,.511,16.0,31.4,.193,214,32,17,15,.531,-4.34,-4.78,,9,9,,8,5,,7,8,,2243,2229,,67.1,103.7,.303,.347,.532,49.9,47.7,10.5,10.1,.503,15.7,31.4,.211
215,Northern Arizona,33,18,15,.545,-6.04,-5.45,,8,10,,10,5,,7,8,,2503,2350,,1321,920,2023,.455,268,765,.350,395,598,.661,391,1244,492,201,51,336,528,215,33,18,15,.545,-6.04,-5.45,,8,10,,10,5,,7,8,,2503,2350,,1321,836,1857,.450,247,702,.352,431,601,.717,254,1059,430,185,106,352,546,215,33,18,15,.545,-6.04,-5.45,,8,10,,10,5,,7,8,,2503,2350,,68.1,111.4,.296,.378,.542,54.0,53.5,8.9,4.4,.521,12.7,32.7,.195,215,33,18,15,.545,-6.04,-5.45,,8,10,,10,5,,7,8,,2503,2350,,68.1,104.6,.324,.378,.548,46.0,51.4,8.2,8.4,.517,14.1,22.9,.232
216,Northern Colorado,34,25,9,.735,1.60,-3.82,,15,3,,13,2,,9,6,,2750,2463,,1375,997,1952,.511,285,757,.376,471,648,.727,272,1164,539,208,80,372,592,216,34,25,9,.735,1.60,-3.82,,15,3,,13,2,,9,6,,2750,2463,,1375,875,1933,.453,229,663,.345,484,654,.740,249,1018,331,210,108,373,550,216,34,25,9,.735,1.60,-3.82,,15,3,,13,2,,9,6,,2750,2463,,68.8,116.3,.332,.388,.608,53.3,54.1,8.8,6.3,.584,14.1,26.1,.241,216,34,25,9,.735,1.60,-3.82,,15,3,,13,2,,9,6,,2750,2463,,68.8,104.2,.338,.343,.549,46.7,37.8,8.9,9.0,.512,14.3,21.8,.250
217,Northern Illinois,31,6,25,.194,-16.46,-4.38,,2,16,,5,10,,1,15,,2199,2383,,1255,756,1843,.410,295,882,.334,392,556,.705,229,1018,388,190,110,355,612,217,31,6,25,.194,-16.46,-4.38,,2,16,,5,10,,1,15,,2199,2383,,1255,794,1786,.445,251,680,.369,544,766,.710,328,1274,430,204,87,392,518,217,31,6,25,.194,-16.46,-4.38,,2,16,,5,10,,1,15,,2199,2383,,70.9,98.9,.302,.479,.522,44.4,51.3,8.5,9.9,.490,14.4,19.5,.213,217,31,6,25,.194,-16.46,-4.38,,2,16,,5,10,,1,15,,2199,2383,,70.9,107.2,.429,.381,.554,55.6,54.2,9.2,9.1,.515,15.4,29.4,.305
218,Northern Iowa,32,20,12,.625,5.35,0.10,,14,6,,14,3,,5,5,,2355,2150,,1285,850,1737,.489,228,616,.370,427,612,.698,263,1060,444,189,96,336,468,218,32,20,12,.625,5.35,0.10,,14,6,,14,3,,5,5,,2355,2150,,1285,771,1765,.437,261,731,.357,347,491,.707,265,998,339,214,82,372,542,218,32,20,12,.625,5.35,0.10,,14,6,,14,3,,5,5,,2355,2150,,65.5,112.0,.352,.355,.581,51.5,52.2,9.0,9.3,.555,14.2,26.4,.246,218,32,20,12,.625,5.35,0.10,,14,6,,14,3,,5,5,,2355,2150,,65.5,102.2,.278,.414,.538,48.5,44.0,10.2,7.3,.511,15.7,25.0,.197
219,Northern Kentucky,33,17,16,.515,-4.79,-3.14,,11,9,,12,6,,5,10,,2371,2377,,1340,852,1946,.438,258,772,.334,409,611,.669,374,1110,467,256,106,397,529,219,33,17,16,.515,-4.79,-3.14,,11,9,,12,6,,5,10,,2371,2377,,1340,847,1890,.448,275,758,.363,408,554,.736,351,1146,451,222,104,457,567,219,33,17,16,.515,-4.79,-3.14,,11,9,,12,6,,5,10,,2371,2377,,67.4,104.9,.314,.397,.530,49.2,54.8,11.3,9.4,.504,15.1,32.0,.210,219,33,17,16,.515,-4.79,-3.14,,11,9,,12,6,,5,10,,2371,2377,,67.4,105.2,.293,.401,.552,50.8,53.2,9.8,8.9,.521,17.5,32.3,.216
